event_day,event_hour,topics,city,country
2017-03-30,19:00,Millennials,München,de
2017-03-30,19:00,Positive Thinking,München,de
2017-03-30,19:00,Entrepreneurship,München,de
2017-03-30,19:00,Healthy Living,München,de
2017-03-30,19:00,Community Building,München,de
2017-03-30,19:00,Inner Wisdom,München,de
2017-03-30,19:00,Transformation,München,de
2017-03-30,19:00,Generation Y,München,de
2017-03-30,19:00,Free thinker,München,de
2017-03-30,19:00,Self Exploration,München,de
2017-03-30,19:00,Creativity,München,de
2017-03-30,19:00,Self-Empowerment,München,de
2017-05-06,09:00,Self-Improvement,Taipei,tw
2017-05-06,09:00,Book Club,Taipei,tw
2017-05-06,09:00,Film,Taipei,tw
2017-05-06,09:00,Reading,Taipei,tw
2017-05-06,09:00,Learning,Taipei,tw
2017-05-06,09:00,Healthy Living,Taipei,tw
2017-03-29,08:00,Education & Technology,Tokyo,jp
2017-03-29,08:00,Education,Tokyo,jp
2017-03-29,08:00,New Technology,Tokyo,jp
2017-03-29,08:00,Web Technology,Tokyo,jp
2017-03-29,08:00,Intellectual Discussion,Tokyo,jp
2017-03-29,08:00,Business Strategy,Tokyo,jp
2017-03-29,08:00,Big Data,Tokyo,jp
2017-03-29,08:00,International Professionals,Tokyo,jp
2017-03-29,08:00,Startup Businesses,Tokyo,jp
2017-03-29,08:00,Knowledge Sharing,Tokyo,jp
2017-03-29,08:00,Technology Startups,Tokyo,jp
2017-03-26,19:30,Fun Times,Uppsala,se
2017-03-26,19:30,Language & Culture,Uppsala,se
2017-03-26,19:30,Social,Uppsala,se
2017-03-26,19:30,Dining Out,Uppsala,se
2017-03-26,19:30,Expat,Uppsala,se
2017-03-26,19:30,New In Town,Uppsala,se
2017-03-26,19:30,International and Exchange Students,Uppsala,se
2017-03-26,19:30,uppsala,Uppsala,se
2017-03-26,19:30,stockholm,Uppsala,se
2017-03-26,19:30,Sweden,Uppsala,se
2017-03-26,19:30,scandinavia,Uppsala,se
2017-03-26,19:30,Nordic,Uppsala,se
2017-03-20,21:30,Positive Thinking,Brighton,gb
2017-03-20,21:30,Personal Development,Brighton,gb
2017-03-20,21:30,Happiness,Brighton,gb
2017-03-20,21:30,Community Service,Brighton,gb
2017-03-20,21:30,Community Outreach,Brighton,gb
2017-03-20,21:30,Community Building,Brighton,gb
2017-03-20,21:30,Positive Psychology,Brighton,gb
2017-03-20,21:30,Wellbeing,Brighton,gb
2017-03-20,21:30,Resilience,Brighton,gb
2017-03-19,21:30,Blues,Toronto,ca
2017-03-19,21:30,Bluegrass,Toronto,ca
2017-03-19,21:30,Live Music,Toronto,ca
2017-03-19,21:30,Music,Toronto,ca
2017-04-27,20:30,Software Development,Liverpool,gb
2017-04-27,20:30,Test Driven Development,Liverpool,gb
2017-04-27,20:30,Context driven testing,Liverpool,gb
2017-04-27,20:30,Agile Testing,Liverpool,gb
2017-04-27,20:30,Software QA and Testing,Liverpool,gb
2017-04-27,20:30,Computer programming,Liverpool,gb
2017-04-27,20:30,Test Automation,Liverpool,gb
2017-04-27,20:30,Software Quality,Liverpool,gb
2017-04-27,20:30,Quality Assurance,Liverpool,gb
2017-04-27,20:30,Load Testing and Performance,Liverpool,gb
2017-04-27,20:30,Automating Web Application Testing,Liverpool,gb
2017-04-27,20:30,Software Testing,Liverpool,gb
2017-03-30,18:00,Open Source,Tel Aviv-Yafo,il
2017-03-30,18:00,Web Design,Tel Aviv-Yafo,il
2017-03-30,18:00,Software Development,Tel Aviv-Yafo,il
2017-03-30,18:00,JavaScript,Tel Aviv-Yafo,il
2017-03-30,18:00,Web Technology,Tel Aviv-Yafo,il
2017-03-30,18:00,Computer programming,Tel Aviv-Yafo,il
2017-03-30,18:00,Web Development,Tel Aviv-Yafo,il
2017-03-30,18:00,JavaScript Libraries,Tel Aviv-Yafo,il
2017-03-30,18:00,Front-end Development,Tel Aviv-Yafo,il
2017-03-30,18:00,ReactJS,Tel Aviv-Yafo,il
2017-03-30,18:00,React Native,Tel Aviv-Yafo,il
2017-03-30,18:00,ECMAScript 6,Tel Aviv-Yafo,il
2017-03-30,18:00,Redux,Tel Aviv-Yafo,il
2017-03-30,18:00,GraphQL,Tel Aviv-Yafo,il
2017-03-30,18:00,RelayJS,Tel Aviv-Yafo,il
2017-03-22,00:00,New Technology,Toronto,ca
2017-03-22,00:00,Sales,Toronto,ca
2017-03-22,00:00,Technology,Toronto,ca
2017-03-22,00:00,Women Entrepreneurs,Toronto,ca
2017-03-22,00:00,Professional Networking,Toronto,ca
2017-03-22,00:00,Mobile Technology,Toronto,ca
2017-03-22,00:00,Business Strategy,Toronto,ca
2017-03-22,00:00,Social Networking,Toronto,ca
2017-03-22,00:00,Startup Businesses,Toronto,ca
2017-03-22,00:00,Business Referral Networking,Toronto,ca
2017-03-22,00:00,Entrepreneurship,Toronto,ca
2017-03-22,00:00,Marketing,Toronto,ca
2017-03-22,00:00,NLP (Neuro-Linguistic Programming),Toronto,ca
2017-03-22,00:00,Sales Professionals,Toronto,ca
2017-03-22,00:00,Sales Training,Toronto,ca
2017-04-01,10:30,Hiking,Glasgow,gb
2017-04-01,10:30,Outdoors,Glasgow,gb
2017-04-01,10:30,Outdoor  Fitness,Glasgow,gb
2017-04-01,10:30,Walking,Glasgow,gb
2017-03-24,01:30,Drinking,Buenos Aires,ar
2017-03-24,01:30,Pubs and Bars,Buenos Aires,ar
2017-03-24,01:30,Pub Crawls,Buenos Aires,ar
2017-03-24,01:30,Cool Bars,Buenos Aires,ar
2017-03-24,01:30,Food and Drink,Buenos Aires,ar
2017-04-01,16:00,Walking,Manchester,gb
2017-04-01,16:00,Historical Tours,Manchester,gb
2017-04-01,16:00,Tourism,Manchester,gb
2017-04-01,16:00,Historic Locations and People,Manchester,gb
2017-04-01,16:00,Historic Buildings,Manchester,gb
2017-04-01,16:00,Tours,Manchester,gb
2017-04-01,16:00,Historic Preservation,Manchester,gb
2017-04-01,16:00,History,Manchester,gb
2017-04-01,16:00,New In Town,Manchester,gb
2017-04-01,16:00,Cafe Lovers,Manchester,gb
2017-04-01,16:00,Walking Tours,Manchester,gb
2017-04-01,16:00,local history,Manchester,gb
2017-04-01,16:00,"Local Events, History and Culture",Manchester,gb
2017-04-01,16:00,Pubs,Manchester,gb
2017-04-02,17:00,Camping,New Orleans,us
2017-04-02,17:00,Bicycling,New Orleans,us
2017-04-02,17:00,Hiking,New Orleans,us
2017-04-02,17:00,Paddling,New Orleans,us
2017-04-02,17:00,Sea Kayaking,New Orleans,us
2017-04-02,17:00,Outdoors,New Orleans,us
2017-04-02,17:00,Adventure,New Orleans,us
2017-04-02,17:00,Water Sports,New Orleans,us
2017-04-02,17:00,Backpacking,New Orleans,us
2017-04-02,17:00,whitewater kayaking,New Orleans,us
2017-04-02,17:00,Kayak Camping,New Orleans,us
2017-04-02,17:00,"Hiking, Camping, Fishing , Kayaking & More",New Orleans,us
2017-04-02,17:00,Canoeing,New Orleans,us
2017-04-02,17:00,Ocean Kayaking,New Orleans,us
2017-04-02,17:00,Sea and Lake Kayaking,New Orleans,us
2017-03-26,11:30,ESL practice,Nagoya,jp
2017-03-26,11:30,Social Networking,Nagoya,jp
2017-03-26,11:30,Japanese Language,Nagoya,jp
2017-03-26,11:30,English as a Second Language,Nagoya,jp
2017-03-26,11:30,Language Study,Nagoya,jp
2017-03-26,11:30,Culture Exchange,Nagoya,jp
2017-03-26,11:30,Language Exchange,Nagoya,jp
2017-03-26,11:30,Language & Culture,Nagoya,jp
2017-03-26,11:30,International Friends,Nagoya,jp
2017-03-26,11:30,English Language,Nagoya,jp
2017-03-26,11:30,Japanese Culture,Nagoya,jp
2017-03-28,11:30,Italian Language,Melbourne,au
2017-03-28,11:30,Expat Italian,Melbourne,au
2017-03-28,11:30,Language & Culture,Melbourne,au
2017-03-28,11:30,Wine Tasting,Melbourne,au
2017-03-28,11:30,Social Networking,Melbourne,au
2017-03-28,11:30,Wine Lovers,Melbourne,au
2017-03-19,15:00,Exercise,Saint Louis,us
2017-03-19,15:00,Running,Saint Louis,us
2017-03-19,15:00,Trail Races,Saint Louis,us
2017-03-19,15:00,Trails,Saint Louis,us
2017-03-19,15:00,Trail Running,Saint Louis,us
2017-03-19,15:00,Off road running,Saint Louis,us
2017-03-19,15:00,Long Distance Running,Saint Louis,us
2017-03-19,15:00,Fitness,Saint Louis,us
2017-03-19,15:00,Outdoor  Fitness,Saint Louis,us
2017-04-26,20:15,Fitness,London,gb
2017-04-26,20:15,Wellness,London,gb
2017-04-26,20:15,Technology,London,gb
2017-04-26,20:15,Biotechnology,London,gb
2017-04-26,20:15,Healthy Living,London,gb
2017-04-26,20:15,Healthcare Professionals,London,gb
2017-04-26,20:15,BioInformatics,London,gb
2017-04-26,20:15,Physician,London,gb
2017-04-26,20:15,mHealth,London,gb
2017-04-26,20:15,public health,London,gb
2017-04-26,20:15,Pharmaceutical Industry,London,gb
2017-04-26,20:15,Medical Devices,London,gb
2017-04-26,20:15,Startup Incubation,London,gb
2017-04-26,20:15,Consumer Health,London,gb
2017-04-26,20:15,Venture Capital and Startup,London,gb
2017-04-09,12:30,Dating over 35,St Albans,gb
2017-04-09,12:30,Social,St Albans,gb
2017-04-09,12:30,Nightlife,St Albans,gb
2017-04-09,12:30,Fun Times,St Albans,gb
2017-04-09,12:30,Singles,St Albans,gb
2017-04-09,12:30,Single Moms,St Albans,gb
2017-04-09,12:30,Single Professionals,St Albans,gb
2017-04-09,12:30,Singles 30s and 40s,St Albans,gb
2017-04-09,12:30,Dating and Relationships,St Albans,gb
2017-04-09,12:30,Young Professional Singles,St Albans,gb
2017-04-09,12:30,Single Parents,St Albans,gb
2017-03-27,20:30,Social,London,gb
2017-03-27,20:30,Life Transformation,London,gb
2017-03-27,20:30,Entrepreneurship,London,gb
2017-03-27,20:30,Professional Networking,London,gb
2017-03-27,20:30,Personal Development,London,gb
2017-03-27,20:30,Fear of Public Speaking,London,gb
2017-03-27,20:30,Self-Improvement,London,gb
2017-03-27,20:30,Business Strategy,London,gb
2017-03-27,20:30,Toastmasters,London,gb
2017-03-27,20:30,Presentations,London,gb
2017-03-27,20:30,Communication Skills,London,gb
2017-03-27,20:30,Leadership,London,gb
2017-03-27,20:30,Public Speaking,London,gb
2017-03-19,18:00,Web Development,Detroit,us
2017-03-19,18:00,Technology,Detroit,us
2017-03-19,18:00,Professional Women,Detroit,us
2017-03-19,18:00,Web Design,Detroit,us
2017-03-19,18:00,Education & Technology,Detroit,us
2017-03-19,18:00,Internet Professionals,Detroit,us
2017-03-19,18:00,Web Technology,Detroit,us
2017-03-19,18:00,Women Entrepreneurs,Detroit,us
2017-03-19,18:00,Software Development,Detroit,us
2017-03-19,18:00,Mobile Technology,Detroit,us
2017-03-19,18:00,Computer programming,Detroit,us
2017-03-19,18:00,Women's Empowerment,Detroit,us
2017-03-19,18:00,Mobile Development,Detroit,us
2017-03-19,18:00,Detroit,Detroit,us
2017-04-07,20:30,orchestra,London,gb
2017-04-07,20:30,Flute,London,gb
2017-04-07,20:30,Cello,London,gb
2017-04-07,20:30,Viola,London,gb
2017-04-07,20:30,French Horn,London,gb
2017-04-07,20:30,Soul Music,London,gb
2017-04-07,20:30,Percussion,London,gb
2017-04-07,20:30,Violin,London,gb
2017-04-07,20:30,Trombones,London,gb
2017-04-07,20:30,Saxophones,London,gb
2017-04-07,20:30,Trumpet Players,London,gb
2017-04-07,20:30,Rhythm and Blues R&B,London,gb
2017-04-07,20:30,String Players,London,gb
2017-04-07,20:30,horn players,London,gb
2017-04-07,20:30,Choir,London,gb
2017-03-19,16:45,Wine,Salem,us
2017-03-19,16:45,Social Networking,Salem,us
2017-03-19,16:45,Hiking,Salem,us
2017-03-19,16:45,Dining Out,Salem,us
2017-03-19,16:45,Live Music,Salem,us
2017-03-19,16:45,20's & 30's Social,Salem,us
2017-03-19,16:45,Having Fun,Salem,us
2017-04-26,20:15,Fitness,London,gb
2017-04-26,20:15,Wellness,London,gb
2017-04-26,20:15,Technology,London,gb
2017-04-26,20:15,Biotechnology,London,gb
2017-04-26,20:15,Healthy Living,London,gb
2017-04-26,20:15,Healthcare Professionals,London,gb
2017-04-26,20:15,BioInformatics,London,gb
2017-04-26,20:15,Physician,London,gb
2017-04-26,20:15,mHealth,London,gb
2017-04-26,20:15,public health,London,gb
2017-04-26,20:15,Pharmaceutical Industry,London,gb
2017-04-26,20:15,Medical Devices,London,gb
2017-04-26,20:15,Startup Incubation,London,gb
2017-04-26,20:15,Consumer Health,London,gb
2017-04-26,20:15,Venture Capital and Startup,London,gb
2017-03-19,14:30,Marathon,Saint Louis,us
2017-03-19,14:30,Fitness,Saint Louis,us
2017-03-19,14:30,Running,Saint Louis,us
2017-03-19,14:30,Adventure,Saint Louis,us
2017-03-29,02:30,Robotics,Northbrook,us
2017-03-29,02:30,Electronics,Northbrook,us
2017-03-29,02:30,DIY (Do It Yourself),Northbrook,us
2017-03-29,02:30,Arduino,Northbrook,us
2017-03-29,02:30,Makers,Northbrook,us
2017-03-29,02:30,3D Printing,Northbrook,us
2017-03-29,02:30,Hackers and Makers,Northbrook,us
2017-04-07,21:30,Wine,Tonbridge,gb
2017-04-07,21:30,Conversation,Tonbridge,gb
2017-04-07,21:30,30s and 40s,Tonbridge,gb
2017-04-07,21:30,Food and Drink,Tonbridge,gb
2017-04-07,21:30,Dining Out,Tonbridge,gb
2017-04-07,21:30,New In Town,Tonbridge,gb
2017-04-07,21:30,Social,Tonbridge,gb
2017-04-07,21:30,Foodie,Tonbridge,gb
2017-04-07,21:30,"Eating, Drinking, Talking, Laughing, Etc",Tonbridge,gb
2017-03-25,13:00,Singles 30's-50's,Singapore,sg
2017-03-25,13:00,Young Professional Singles,Singapore,sg
2017-03-25,13:00,Dining Out,Singapore,sg
2017-03-25,13:00,Social,Singapore,sg
2017-03-25,13:00,Nightlife,Singapore,sg
2017-03-25,13:00,Dating and Relationships,Singapore,sg
2017-03-25,13:00,Travel,Singapore,sg
2017-03-25,13:00,Social Networking,Singapore,sg
2017-03-25,13:00,New In Town,Singapore,sg
2017-03-25,13:00,Singles,Singapore,sg
2017-03-25,13:00,Expat,Singapore,sg
2017-03-25,13:00,International Friends,Singapore,sg
2017-03-26,04:00,Fitness,Sydney,au
2017-03-26,04:00,Yoga,Sydney,au
2017-03-26,04:00,Meditation,Sydney,au
2017-03-26,04:00,Swimming,Sydney,au
2017-03-26,04:00,Outdoors,Sydney,au
2017-03-26,04:00,Adventure,Sydney,au
2017-03-26,04:00,Snorkeling,Sydney,au
2017-03-26,04:00,Water Sports,Sydney,au
2017-03-26,04:00,Exploring,Sydney,au
2017-03-26,04:00,Diving,Sydney,au
2017-03-26,04:00,Spearfishing,Sydney,au
2017-03-26,04:00,Ocean Swimming,Sydney,au
2017-03-26,04:00,Freediving,Sydney,au
2017-03-26,04:00,Breathing,Sydney,au
2017-04-03,18:00,Open Source,Tel Aviv-Yafo,il
2017-04-03,18:00,Software Development,Tel Aviv-Yafo,il
2017-04-03,18:00,New Technology,Tel Aviv-Yafo,il
2017-04-03,18:00,Computer Science,Tel Aviv-Yafo,il
2017-04-03,18:00,Computer programming,Tel Aviv-Yafo,il
2017-04-03,18:00,nodeJS,Tel Aviv-Yafo,il
2017-04-03,18:00,Microservices,Tel Aviv-Yafo,il
2017-04-03,18:00,Node,Tel Aviv-Yafo,il
2017-04-20,19:30,Vacations,Dubai,ae
2017-04-20,19:30,International Travel,Dubai,ae
2017-04-20,19:30,Hiking,Dubai,ae
2017-04-20,19:30,Travel,Dubai,ae
2017-04-20,19:30,Outdoors,Dubai,ae
2017-04-20,19:30,Adventure,Dubai,ae
2017-04-20,19:30,Outdoor Adventures,Dubai,ae
2017-04-20,19:30,Adventure Travel,Dubai,ae
2017-04-20,19:30,Trekking,Dubai,ae
2017-04-20,19:30,Backpacking,Dubai,ae
2017-04-20,19:30,Weekend Adventures,Dubai,ae
2017-04-20,19:30,Walking,Dubai,ae
2017-04-20,19:30,Fitness Training,Dubai,ae
2017-04-20,19:30,WILDERNESS HIKING,Dubai,ae
2017-03-28,11:30,Italian Language,Melbourne,au
2017-03-28,11:30,Expat Italian,Melbourne,au
2017-03-28,11:30,Language & Culture,Melbourne,au
2017-03-28,11:30,Wine Tasting,Melbourne,au
2017-03-28,11:30,Social Networking,Melbourne,au
2017-03-28,11:30,Wine Lovers,Melbourne,au
2017-03-21,14:00,New In Town,Chiang Mai,th
2017-03-21,14:00,Travel,Chiang Mai,th
2017-03-21,14:00,Expat,Chiang Mai,th
2017-03-21,14:00,Language & Culture,Chiang Mai,th
2017-03-21,14:00,Polyglot,Chiang Mai,th
2017-03-21,14:00,Thai Food,Chiang Mai,th
2017-03-21,14:00,Entrepreneurship,Chiang Mai,th
2017-03-21,14:00,Startup Businesses,Chiang Mai,th
2017-03-21,14:00,Language Exchange,Chiang Mai,th
2017-03-21,14:00,International Friends,Chiang Mai,th
2017-03-21,14:00,Thailand,Chiang Mai,th
2017-03-21,14:00,Culture Exchange,Chiang Mai,th
2017-03-21,14:00,Thai language,Chiang Mai,th
2017-03-21,14:00,Thai culture,Chiang Mai,th
2017-03-21,14:00,Solo Travelers,Chiang Mai,th
2017-04-03,18:00,Open Source,Tel Aviv-Yafo,il
2017-04-03,18:00,Software Development,Tel Aviv-Yafo,il
2017-04-03,18:00,New Technology,Tel Aviv-Yafo,il
2017-04-03,18:00,Computer Science,Tel Aviv-Yafo,il
2017-04-03,18:00,Computer programming,Tel Aviv-Yafo,il
2017-04-03,18:00,nodeJS,Tel Aviv-Yafo,il
2017-04-03,18:00,Microservices,Tel Aviv-Yafo,il
2017-04-03,18:00,Node,Tel Aviv-Yafo,il
2017-03-19,15:45,Hiking,Montréal,ca
2017-03-19,15:45,Walking,Montréal,ca
2017-03-19,15:45,Hiking: Short Hikes that aren't too steep,Montréal,ca
2017-03-19,15:45,Walking for health,Montréal,ca
2017-03-19,15:45,groupe de marche,Montréal,ca
2017-03-19,15:45,WILDERNESS HIKING,Montréal,ca
2017-03-19,15:45,Randonnée pédestre,Montréal,ca
2017-03-23,16:00,Italian Language,Cambridge,gb
2017-03-23,16:00,Language & Culture,Cambridge,gb
2017-03-23,16:00,Italian Culture and Language,Cambridge,gb
2017-03-21,14:00,New In Town,Chiang Mai,th
2017-03-21,14:00,Travel,Chiang Mai,th
2017-03-21,14:00,Expat,Chiang Mai,th
2017-03-21,14:00,Language & Culture,Chiang Mai,th
2017-03-21,14:00,Polyglot,Chiang Mai,th
2017-03-21,14:00,Thai Food,Chiang Mai,th
2017-03-21,14:00,Entrepreneurship,Chiang Mai,th
2017-03-21,14:00,Startup Businesses,Chiang Mai,th
2017-03-21,14:00,Language Exchange,Chiang Mai,th
2017-03-21,14:00,International Friends,Chiang Mai,th
2017-03-21,14:00,Thailand,Chiang Mai,th
2017-03-21,14:00,Culture Exchange,Chiang Mai,th
2017-03-21,14:00,Thai language,Chiang Mai,th
2017-03-21,14:00,Thai culture,Chiang Mai,th
2017-03-21,14:00,Solo Travelers,Chiang Mai,th
2017-03-20,19:30,Open Source,München,de
2017-03-20,19:30,Linux,München,de
2017-03-20,19:30,Software Development,München,de
2017-03-20,19:30,Configuration Management,München,de
2017-03-20,19:30,DevOps,München,de
2017-03-20,19:30,System Administration,München,de
2017-03-20,19:30,Infrastructure as Code,München,de
2017-03-20,19:30,Puppet (software),München,de
2017-03-20,19:30,Continuous Delivery,München,de
2017-03-20,19:30,Opscode Chef,München,de
2017-03-20,19:30,Cfengine,München,de
2017-03-20,19:30,Ansible,München,de
2017-03-20,19:30,Continuous Deployment,München,de
2017-03-20,19:30,Unix,München,de
2017-03-25,12:30,Coffee,London,gb
2017-03-25,12:30,Coffee Lovers,London,gb
2017-03-25,12:30,Coffee and Tea Socials,London,gb
2017-03-25,12:30,Coffee Talk,London,gb
2017-03-25,12:30,New In Town,London,gb
2017-03-25,12:30,Social Networking,London,gb
2017-03-19,21:30,Dining Out,Christchurch,gb
2017-03-19,21:30,Walking,Christchurch,gb
2017-03-19,21:30,Watching Movies,Christchurch,gb
2017-03-19,21:30,Nightlife,Christchurch,gb
2017-03-19,21:30,Social Networking,Christchurch,gb
2017-03-19,21:30,Social,Christchurch,gb
2017-03-19,21:30,Music,Christchurch,gb
2017-03-19,21:30,Outdoors,Christchurch,gb
2017-03-19,21:30,Fun Times,Christchurch,gb
2017-03-19,21:30,Dancing,Christchurch,gb
2017-03-19,21:30,Pubs and Bars,Christchurch,gb
2017-03-19,21:30,Theater,Christchurch,gb
2017-03-19,21:30,Fun Days Out,Christchurch,gb
2017-03-20,08:45,Painting Fine Art Nudes,Tokyo,jp
2017-03-20,08:45,Figure Drawing,Tokyo,jp
2017-03-20,08:45,Creative Circle,Tokyo,jp
2017-03-20,08:45,Fine Arts,Tokyo,jp
2017-03-20,08:45,Artists,Tokyo,jp
2017-03-20,08:45,Sketching,Tokyo,jp
2017-03-20,08:45,Painting,Tokyo,jp
2017-03-20,08:45,Kimono Dance and Art Model,Tokyo,jp
2017-03-20,08:45,Drawing,Tokyo,jp
2017-03-20,08:45,Life Drawing,Tokyo,jp
2017-03-20,08:45,Creativity,Tokyo,jp
2017-03-20,08:45,Designers,Tokyo,jp
2017-03-20,08:45,Japanese Art,Tokyo,jp
2017-03-20,08:45,Life Drawing drop in sessions,Tokyo,jp
2017-03-28,09:45,Open Source,Melbourne,au
2017-03-28,09:45,Data Management,Melbourne,au
2017-03-28,09:45,Business Intelligence,Melbourne,au
2017-03-28,09:45,Cloud Computing,Melbourne,au
2017-03-28,09:45,Hadoop,Melbourne,au
2017-03-28,09:45,Big Data,Melbourne,au
2017-03-28,09:45,High Scalability Computing,Melbourne,au
2017-03-28,09:45,Machine Learning,Melbourne,au
2017-03-28,09:45,Data Analytics,Melbourne,au
2017-03-28,09:45,Data Visualization,Melbourne,au
2017-03-28,09:45,Predictive Analytics,Melbourne,au
2017-03-28,09:45,Data Mining,Melbourne,au
2017-03-28,09:45,Data Science,Melbourne,au
2017-03-28,09:45,Data Analysis and Modeling,Melbourne,au
2017-03-28,09:45,Big Data Analytics,Melbourne,au
2017-03-26,11:30,Walking,Barcelona,es
2017-03-26,11:30,New In Town,Barcelona,es
2017-03-26,11:30,Travel,Barcelona,es
2017-03-26,11:30,Museum,Barcelona,es
2017-03-26,11:30,History,Barcelona,es
2017-03-26,11:30,Social,Barcelona,es
2017-03-26,11:30,Outdoors,Barcelona,es
2017-03-26,11:30,Exploring,Barcelona,es
2017-03-26,11:30,Walking Tours,Barcelona,es
2017-03-26,11:30,Historic Buildings,Barcelona,es
2017-03-26,11:30,local history,Barcelona,es
2017-03-26,11:30,Barcelona,Barcelona,es
2017-03-26,11:30,Catalan Culture,Barcelona,es
2017-03-26,11:30,Local Activities,Barcelona,es
2017-03-26,11:30,Curious Visits,Barcelona,es
2017-03-19,18:00,NLP (Neuro-Linguistic Programming),Paris,fr
2017-03-19,18:00,Hypnotherapy,Paris,fr
2017-03-19,18:00,Consciousness,Paris,fr
2017-03-19,18:00,Alternative Medicine,Paris,fr
2017-03-19,18:00,Self-Hypnosis,Paris,fr
2017-03-19,18:00,Self-Improvement,Paris,fr
2017-03-19,18:00,Hypnotherapy Study and Discussion,Paris,fr
2017-03-19,18:00,Hypnosis Practice Group,Paris,fr
2017-03-19,18:00,Hypnosis for Inner Growth & Healing,Paris,fr
2017-03-19,18:00,Wellness,Paris,fr
2017-03-19,18:00,Self-Empowerment,Paris,fr
2017-03-19,18:00,Hypnosis,Paris,fr
2017-03-19,18:00,Self Exploration,Paris,fr
2017-03-19,18:00,Mentalism,Paris,fr
2017-03-19,18:00,Mentalists,Paris,fr
2017-03-28,09:45,Open Source,Melbourne,au
2017-03-28,09:45,Data Management,Melbourne,au
2017-03-28,09:45,Business Intelligence,Melbourne,au
2017-03-28,09:45,Cloud Computing,Melbourne,au
2017-03-28,09:45,Hadoop,Melbourne,au
2017-03-28,09:45,Big Data,Melbourne,au
2017-03-28,09:45,High Scalability Computing,Melbourne,au
2017-03-28,09:45,Machine Learning,Melbourne,au
2017-03-28,09:45,Data Analytics,Melbourne,au
2017-03-28,09:45,Data Visualization,Melbourne,au
2017-03-28,09:45,Predictive Analytics,Melbourne,au
2017-03-28,09:45,Data Mining,Melbourne,au
2017-03-28,09:45,Data Science,Melbourne,au
2017-03-28,09:45,Data Analysis and Modeling,Melbourne,au
